date,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate
2023-06-08,103.34,71.29,3.718,5.08,2.2
2023-06-09,103.56,70.17,3.743,5.08,2.2
2023-06-12,103.65,67.12,3.743,5.08,2.17
2023-06-13,103.34,69.42,3.827,5.08,2.2
2023-06-14,102.95,68.27,3.79,5.08,2.21
2023-06-15,102.11,70.62,3.72,5.07,2.21
2023-06-16,102.24,71.78,3.767,5.08,2.22
2023-06-20,102.54,70.5,3.719,5.07,2.22
2023-06-21,102.07,72.53,3.727,5.07,2.21
2023-06-22,102.39,69.51,3.797,5.07,2.24
2023-06-23,102.9,69.16,3.737,5.07,2.21
2023-06-26,102.69,69.37,3.723,5.07,2.18
2023-06-27,102.49,67.7,3.772,5.07,2.2
2023-06-28,102.9,69.56,3.714,5.07,2.18
2023-06-29,103.34,69.86,3.842,5.07,2.2
2023-06-30,102.91,70.64,3.841,5.08,2.22
2023-07-03,102.96,69.79,3.858,5.08,2.25
2023-07-05,103.37,71.79,3.934,5.08,2.26
2023-07-06,103.07,71.8,4.031,5.08,2.27
2023-07-07,102.27,73.86,4.066,5.08,2.27
2023-07-10,101.97,72.99,4.0,5.07,2.25
2023-07-11,101.73,74.83,3.978,5.08,2.24
2023-07-12,100.52,75.75,3.861,5.08,2.26
2023-07-13,99.77,76.89,3.767,5.08,2.24
2023-07-14,99.91,75.42,3.83,5.08,2.24
2023-07-17,99.84,74.15,3.809,5.08,2.25
2023-07-18,99.94,75.75,3.789,5.08,2.23
2023-07-19,100.28,75.35,3.748,5.08,2.22
2023-07-20,100.88,75.63,3.856,5.08,2.35
2023-07-21,101.07,77.07,3.837,5.08,2.35
2023-07-24,101.35,78.74,3.878,5.08,2.38
2023-07-25,101.35,79.63,3.89,5.08,2.39
2023-07-26,100.89,78.78,3.873,5.08,2.36
2023-07-27,101.77,80.09,4.002,5.33,2.37
2023-07-28,101.62,80.58,3.957,5.33,2.38
2023-07-31,101.86,81.8,3.967,5.33,2.37
2023-08-01,102.3,81.37,4.037,5.33,2.37
2023-08-02,102.59,79.49,4.09,5.33,2.36
2023-08-03,102.54,81.55,4.179,5.33,2.37
2023-08-04,102.02,82.82,4.042,5.33,2.38
2023-08-07,102.05,81.94,4.097,5.33,2.41
2023-08-08,102.53,82.92,4.028,5.33,2.36
2023-08-09,102.49,84.4,4.016,5.33,2.34
2023-08-10,102.52,82.82,4.107,5.33,2.33
2023-08-11,102.84,83.19,4.158,5.33,2.36
2023-08-14,103.19,82.51,4.201,5.33,2.36
2023-08-15,103.21,80.99,4.219,5.33,2.32
2023-08-16,103.43,79.38,4.258,5.33,2.32
2023-08-17,103.57,80.39,4.284,5.33,2.33
2023-08-18,103.38,81.25,4.251,5.33,2.32
2023-08-21,103.3,80.72,4.342,5.33,2.34
2023-08-22,103.56,80.35,4.332,5.33,2.35
2023-08-23,103.42,78.89,4.196,5.33,2.35
2023-08-24,103.98,79.05,4.241,5.33,2.32
2023-08-25,104.08,79.83,4.231,5.33,2.33
2023-08-28,104.06,80.1,4.206,5.33,2.3
2023-08-29,103.53,81.16,4.12,5.33,2.29
2023-08-30,103.16,81.63,4.112,5.33,2.26
2023-08-31,103.62,83.63,4.106,5.33,2.24
2023-09-01,104.24,85.55,4.181,5.33,2.26
2023-09-05,104.81,86.69,4.266,5.33,2.29
2023-09-06,104.86,87.54,4.296,5.33,2.3
2023-09-07,105.06,86.87,4.25,5.33,2.32
2023-09-08,105.09,87.51,4.26,5.33,2.33
2023-09-11,104.57,87.29,4.294,5.33,2.35
2023-09-12,104.71,88.84,4.28,5.33,2.34
2023-09-13,104.77,88.52,4.254,5.33,2.35
2023-09-14,105.4,90.16,4.286,5.33,2.34
2023-09-15,105.32,90.77,4.336,5.33,2.35
2023-09-18,105.2,91.48,4.303,5.33,2.36
2023-09-19,105.16,91.2,4.365,5.33,2.37
2023-09-20,105.12,90.28,4.399,5.33,2.35
2023-09-21,105.36,89.63,4.494,5.33,2.38
2023-09-22,105.58,90.03,4.438,5.33,2.37
2023-09-25,106.0,89.68,4.531,5.33,2.37
2023-09-26,106.23,90.39,4.55,5.33,2.33
2023-09-27,106.67,93.68,4.608,5.33,2.34
2023-09-28,106.22,91.71,4.579,5.33,2.39
2023-09-29,106.22,90.79,4.579,5.33,2.35
2023-10-02,106.9,88.82,4.685,5.33,2.35
2023-10-03,107.0,89.23,4.795,5.33,2.36
2023-10-04,106.8,84.22,4.735,5.33,2.33
2023-10-05,106.33,82.31,4.721,5.33,2.31
2023-10-06,106.04,82.79,4.795,5.33,2.31
2023-10-10,105.82,85.97,4.657,5.33,2.32
2023-10-11,105.82,83.49,4.558,5.33,2.32
2023-10-12,106.6,82.91,4.697,5.33,2.34
2023-10-13,106.65,87.69,4.616,5.33,2.34
2023-10-16,106.24,86.66,4.7,5.33,2.38
2023-10-17,106.25,86.66,4.836,5.33,2.41
2023-10-18,106.57,88.32,4.911,5.33,2.44
2023-10-19,106.25,89.37,4.99,5.33,2.49
2023-10-20,106.16,88.75,4.914,5.33,2.47
2023-10-23,105.54,85.49,4.848,5.33,2.41
2023-10-24,106.27,83.74,4.819,5.33,2.4
2023-10-25,106.53,85.39,4.961,5.33,2.43
2023-10-26,106.6,83.21,4.849,5.33,2.42
2023-10-27,106.56,85.54,4.845,5.33,2.42
2023-10-30,106.12,82.31,4.888,5.33,2.44
2023-10-31,106.66,81.02,4.926,5.33,2.42
2023-11-01,106.88,80.44,4.734,5.33,2.41
2023-11-02,106.12,82.46,4.661,5.33,2.4
2023-11-03,105.02,80.51,4.576,5.33,2.39
2023-11-06,105.21,80.82,4.647,5.33,2.42
2023-11-07,105.54,77.37,4.569,5.33,2.39
2023-11-08,105.59,75.33,4.492,5.33,2.34
2023-11-09,105.91,75.74,4.632,5.33,2.33
2023-11-10,105.86,77.17,4.646,5.33,2.32
2023-11-13,105.63,78.26,4.638,5.33,2.31
2023-11-14,104.05,78.26,4.453,5.33,2.28
2023-11-15,104.39,76.66,4.537,5.33,2.31
2023-11-16,104.35,72.9,4.441,5.33,2.27
2023-11-17,103.92,75.89,4.439,5.33,2.28
2023-11-20,103.44,77.6,4.426,5.33,2.3
2023-11-21,103.57,77.77,4.398,5.33,2.25
2023-11-22,103.92,77.1,4.408,5.33,2.26
2023-11-24,103.4,75.54,4.472,5.33,2.26
2023-11-27,103.2,74.86,4.39,5.33,2.21
2023-11-28,102.75,76.41,4.325,5.33,2.22
2023-11-29,102.76,77.86,4.259,5.33,2.21
2023-11-30,103.5,75.96,4.33,5.33,2.23
2023-12-01,103.27,74.07,4.209,5.33,2.22
2023-12-04,103.71,73.04,4.259,5.33,2.21
2023-12-05,104.05,72.32,4.167,5.33,2.17
2023-12-06,104.15,69.38,4.114,5.33,2.14
2023-12-07,103.54,69.34,4.148,5.33,2.17
2023-12-08,104.01,71.23,4.229,5.33,2.21
2023-12-11,104.1,71.32,4.237,5.33,2.19
2023-12-12,103.86,68.61,4.21,5.33,2.16
2023-12-13,102.87,69.47,4.024,5.33,2.16
2023-12-14,101.96,71.58,3.921,5.33,2.22
2023-12-15,102.55,71.43,3.915,5.33,2.22
2023-12-18,102.56,72.47,3.935,5.33,2.21
2023-12-19,102.17,73.44,3.931,5.33,2.19
2023-12-20,102.41,74.22,3.853,5.33,2.19
2023-12-21,101.84,73.89,3.892,5.33,2.19
2023-12-22,101.7,73.56,3.901,5.33,2.19
2023-12-26,101.47,75.57,3.897,5.33,2.18
2023-12-27,100.99,74.11,3.789,5.33,2.15
2023-12-28,101.23,71.77,3.846,5.33,2.16
2023-12-29,101.33,71.65,3.866,5.33,2.16
2024-01-02,102.2,70.38,3.941,5.33,2.21
2024-01-03,102.49,72.7,3.92,5.33,2.2
2024-01-04,102.42,72.19,4.003,5.33,2.22
2024-01-05,102.41,73.81,4.051,5.33,2.22
2024-01-08,102.21,70.77,4.027,5.33,2.22
2024-01-09,102.57,72.24,4.015,5.33,2.22
2024-01-10,102.36,71.37,4.03,5.33,2.22
2024-01-11,102.29,72.02,3.975,5.33,2.22
2024-01-12,102.4,72.68,3.939,5.33,2.27
2024-01-16,103.36,72.4,4.054,5.33,2.3
2024-01-17,103.45,72.56,4.106,5.33,2.3
2024-01-18,103.54,74.08,4.142,5.33,2.34
2024-01-19,103.29,73.41,4.13,5.33,2.34
2024-01-22,103.33,75.19,4.107,5.33,2.31
2024-01-23,103.62,74.37,4.132,5.33,2.29
2024-01-24,103.24,75.09,4.18,5.33,2.3
2024-01-25,103.57,77.36,4.12,5.33,2.29
2024-01-26,103.43,78.01,4.139,5.33,2.3
2024-01-29,103.61,76.78,4.076,5.33,2.3
2024-01-30,103.4,77.82,4.036,5.33,2.26
2024-01-31,103.27,75.85,3.918,5.33,2.26
2024-02-01,103.05,73.82,3.882,5.33,2.19
2024-02-02,103.92,72.28,4.024,5.33,2.21
2024-02-05,104.45,72.78,4.162,5.33,2.27
2024-02-06,104.21,73.31,4.09,5.33,2.24
2024-02-07,104.06,73.86,4.115,5.33,2.23
2024-02-08,104.17,76.22,4.158,5.33,2.24
2024-02-09,104.11,76.84,4.177,5.33,2.25
2024-02-12,104.17,76.92,4.179,5.33,2.24
2024-02-13,104.96,77.87,4.326,5.33,2.29
2024-02-14,104.72,76.64,4.261,5.33,2.3
2024-02-15,104.3,78.03,4.234,5.33,2.3
2024-02-16,104.3,79.19,4.281,5.33,2.33
2024-02-20,104.08,78.18,4.275,5.33,2.32
2024-02-21,104.01,77.91,4.319,5.33,2.34
2024-02-22,103.96,78.61,4.331,5.33,2.31
2024-02-23,103.94,76.49,4.248,5.33,2.3
2024-02-26,103.83,77.58,4.281,5.33,2.31
2024-02-27,103.83,78.87,4.303,5.33,2.32
2024-02-28,103.97,78.54,4.266,5.33,2.33
2024-02-29,104.16,78.26,4.254,5.33,2.33
2024-03-01,103.86,79.97,4.186,5.33,2.32
2024-03-04,103.83,78.74,4.217,5.33,2.34
2024-03-05,103.8,78.15,4.151,5.33,2.32
2024-03-06,103.37,79.13,4.108,5.33,2.3
2024-03-07,102.82,78.93,4.089,5.33,2.28
2024-03-08,102.71,78.01,4.077,5.33,2.28
2024-03-11,102.87,77.93,4.098,5.33,2.27
2024-03-12,102.96,77.56,4.151,5.33,2.3
2024-03-13,102.79,79.72,4.188,5.33,2.3
2024-03-14,103.36,81.26,4.292,5.33,2.3
2024-03-15,103.43,81.04,4.308,5.33,2.32
2024-03-18,103.59,82.72,4.328,5.33,2.31
2024-03-19,103.84,83.47,4.293,5.33,2.3
2024-03-20,103.41,81.68,4.277,5.33,2.31
2024-03-21,104.0,81.07,4.269,5.33,2.34
2024-03-22,104.47,80.63,4.202,5.33,2.35
2024-03-25,104.24,81.95,4.249,5.33,2.33
2024-03-26,104.29,81.62,4.238,5.33,2.32
2024-03-27,104.35,81.35,4.188,5.33,2.32
2024-03-28,104.55,83.17,4.206,5.33,2.32
2024-04-01,105.02,83.71,4.317,5.33,2.35
2024-04-02,104.82,85.15,4.353,5.33,2.36
2024-04-03,104.25,85.43,4.351,5.33,2.36
2024-04-04,104.12,86.59,4.307,5.33,2.34
2024-04-05,104.3,86.91,4.4,5.33,2.37
2024-04-08,104.14,86.43,4.422,5.33,2.38
2024-04-09,104.15,85.23,4.362,5.33,2.36
2024-04-10,105.25,86.21,4.546,5.33,2.4
2024-04-11,105.28,85.02,4.584,5.33,2.4
2024-04-12,106.04,85.66,4.517,5.33,2.39
2024-04-15,106.21,85.41,4.61,5.33,2.43
2024-04-16,106.26,85.36,4.669,5.33,2.43
2024-04-17,105.95,82.69,4.589,5.33,2.39
2024-04-18,106.15,82.73,4.637,5.33,2.4
2024-04-19,106.15,83.14,4.623,5.33,2.41
2024-04-22,106.08,82.85,4.61,5.33,2.41
2024-04-23,105.68,83.36,4.607,5.33,2.41
2024-04-24,105.86,82.81,4.648,5.33,2.41
2024-04-25,105.6,83.57,4.704,5.33,2.42
2024-04-26,105.94,83.85,4.663,5.33,2.43
2024-04-29,105.58,82.63,4.611,5.33,2.41
2024-04-30,106.22,81.93,4.682,5.33,2.41
2024-05-01,105.75,79.0,4.641,5.33,2.38
2024-05-02,105.3,78.95,4.589,5.33,2.37
2024-05-03,105.03,78.11,4.497,5.33,2.35
2024-05-06,105.05,78.48,4.487,5.33,2.35
2024-05-07,105.41,78.38,4.461,5.33,2.32
2024-05-08,105.55,78.99,4.5,5.33,2.31
2024-05-09,105.23,79.26,4.459,5.33,2.32
2024-05-10,105.3,78.26,4.5,5.33,2.34
2024-05-13,105.22,79.12,4.49,5.33,2.33
2024-05-14,105.01,78.02,4.445,5.33,2.33
2024-05-15,104.35,78.63,4.344,5.33,2.31
2024-05-16,104.46,79.23,4.377,5.33,2.31
2024-05-17,104.44,80.06,4.422,5.33,2.32
2024-05-20,104.57,79.8,4.447,5.33,2.33
2024-05-21,104.66,79.26,4.412,5.33,2.32
2024-05-22,104.93,77.57,4.426,5.33,2.33
2024-05-23,105.11,76.87,4.479,5.33,2.3
2024-05-24,104.72,77.72,4.467,5.33,2.32
2024-05-28,104.61,79.83,4.548,5.33,2.34
2024-05-29,105.1,79.23,4.616,5.33,2.36
2024-05-30,104.72,77.91,4.55,5.33,2.36
2024-05-31,104.67,76.99,4.503,5.33,2.35
2024-06-03,104.14,74.22,4.392,5.33,2.33
2024-06-04,104.11,73.25,4.33,5.33,2.31
2024-06-05,104.27,74.07,4.277,5.33,2.3
2024-06-06,104.1,75.55,4.287,5.33,2.28
2024-06-07,104.89,75.53,4.433,5.33,2.3
2024-06-10,105.15,77.74,4.471,5.33,2.31
2024-06-11,105.23,77.9,4.402,5.33,2.27
2024-06-12,104.64,78.5,4.318,5.33,2.22
2024-06-13,105.2,78.62,4.248,5.33,2.21
2024-06-14,105.55,78.45,4.221,5.33,2.17
2024-06-17,105.32,80.33,4.285,5.33,2.22
2024-06-18,105.26,81.57,4.219,5.33,2.21
2024-06-20,105.59,82.17,4.261,5.33,2.25
2024-06-21,105.8,80.73,4.257,5.33,2.23
2024-06-24,105.47,81.63,4.234,5.33,2.22
2024-06-25,105.61,80.83,4.248,5.33,2.22
2024-06-26,106.05,80.9,4.329,5.33,2.26
2024-06-27,105.91,81.74,4.286,5.33,2.26
2024-06-28,105.87,81.54,4.392,5.33,2.28
2024-07-01,105.9,83.38,4.471,5.33,2.32
2024-07-02,105.72,82.81,4.438,5.33,2.3
2024-07-03,105.4,83.88,4.355,5.33,2.27
2024-07-05,104.88,83.16,4.278,5.33,2.28
2024-07-08,105.0,82.33,4.28,5.33,2.27
2024-07-09,105.13,81.41,4.298,5.33,2.26
2024-07-10,105.05,82.1,4.282,5.33,2.27
2024-07-11,104.44,82.62,4.212,5.33,2.25
2024-07-12,104.09,82.21,4.187,5.33,2.24
2024-07-15,104.19,81.91,4.231,5.33,2.27
2024-07-16,104.27,80.76,4.16,5.33,2.26
2024-07-17,103.75,82.85,4.16,5.33,2.26
2024-07-18,104.17,82.82,4.202,5.33,2.31
2024-07-19,104.4,80.13,4.243,5.33,2.32
2024-07-22,104.31,79.78,4.254,5.33,2.3
2024-07-23,104.45,76.96,4.254,5.33,2.29
2024-07-24,104.39,77.59,4.286,5.33,2.28
2024-07-25,104.36,78.28,4.245,5.33,2.28
2024-07-26,104.32,77.16,4.194,5.33,2.27
2024-07-29,104.56,75.81,4.172,5.33,2.25
2024-07-30,104.55,74.73,4.141,5.33,2.25
2024-07-31,104.1,77.91,4.033,5.33,2.24
2024-08-01,104.42,76.31,3.982,5.33,2.2
2024-08-02,103.21,73.52,3.792,5.33,2.04
2024-08-05,102.69,72.94,3.779,5.33,2.07
2024-08-06,102.97,73.2,3.901,5.33,2.12
2024-08-07,103.2,75.23,3.953,5.33,2.11
2024-08-08,103.21,76.19,3.99,5.33,2.12
2024-08-09,103.14,76.84,3.94,5.33,2.1
2024-08-12,103.14,80.06,3.907,5.33,2.11
2024-08-13,102.56,78.35,3.846,5.33,2.09
2024-08-14,102.57,76.98,3.839,5.33,2.06
2024-08-15,102.98,78.16,3.919,5.33,2.12
2024-08-16,102.46,76.65,3.883,5.33,2.08
2024-08-19,101.89,74.37,3.875,5.33,2.07
2024-08-20,101.44,74.04,3.81,5.33,2.07
2024-08-21,101.04,71.93,3.799,5.33,2.07
2024-08-22,101.51,73.01,3.858,5.33,2.1
2024-08-23,100.72,74.83,3.795,5.33,2.13
2024-08-26,100.85,77.42,3.82,5.33,2.15
2024-08-27,100.55,75.53,3.829,5.33,2.15
2024-08-28,101.09,74.52,3.839,5.33,2.15
2024-08-29,101.34,75.91,3.863,5.33,2.16
2024-08-30,101.7,73.55,3.909,5.33,2.15
2024-09-03,101.82,70.34,3.831,5.33,2.11
2024-09-04,101.36,69.2,3.757,5.33,2.07
2024-09-05,101.11,69.15,3.725,5.33,2.03
2024-09-06,101.18,67.67,3.716,5.33,2.03
2024-09-09,101.55,68.71,3.702,5.33,2.04
2024-09-10,101.63,65.75,3.64,5.33,2.02
2024-09-11,101.68,67.31,3.661,5.33,2.04
2024-09-12,101.37,68.97,3.68,5.33,2.05
2024-09-13,101.11,68.65,3.657,5.33,2.08
2024-09-16,100.76,70.09,3.618,5.33,2.09
2024-09-17,100.89,71.19,3.648,5.33,2.12
2024-09-18,100.6,70.91,3.713,5.33,2.12
