"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","A warning from the breakdown nations","https://www.ft.com/content/ee51d83e-0037-4130-a4f9-656aa7c4ca97","The fates of former ‘model’ economies carry lessons for current stars","https://www.ft.com/content/ee51d83e-0037-4130-a4f9-656aa7c4ca97","May 6, 2024","https://www.ft.com/content/ee51d83e-0037-4130-a4f9-656aa7c4ca97","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F82ff2fd0-5d37-4907-a2f3-32870ab59dd1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Venezuela","https://www.ft.com/stream/e8067670-a6d4-4b66-9ec8-a7ded29786bf","US ‘concerned’ by arrest of Venezuelan lawyer and relatives","https://www.ft.com/content/f00c49a7-b49b-4668-b2b8-82c4902647a5","Washington attempting to ensure authoritarian president Nicolás Maduro permits ‘free and fair’ elections later this year","https://www.ft.com/content/f00c49a7-b49b-4668-b2b8-82c4902647a5","February 13, 2024","https://www.ft.com/content/f00c49a7-b49b-4668-b2b8-82c4902647a5","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9ac8a147-01ab-4d90-9dc0-50571daf47d1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Best books of the year 2023","https://www.ft.com/content/a539a12a-c3e8-4d35-882a-4441f33f1be5","Best books of 2023 — Economics","https://www.ft.com/content/31ced0bb-cdb7-43ae-aeea-fbcac8d1b9cd","Martin Wolf selects his best reads of the second half of 2023","https://www.ft.com/content/31ced0bb-cdb7-43ae-aeea-fbcac8d1b9cd","November 15, 2023","https://www.ft.com/content/31ced0bb-cdb7-43ae-aeea-fbcac8d1b9cd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F43cb63da-1652-4633-9b90-475b9a126396.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Apocalyptic portfolio","https://www.ft.com/content/bf221389-cd1b-4ae6-8219-384737a5e852","From Guy Wroble, Denver, CO, US","https://www.ft.com/content/bf221389-cd1b-4ae6-8219-384737a5e852","April 17, 2024","",""
"FT Schools","https://www.ft.com/stream/dc4eb395-7eaa-4cea-a0c8-4ad46ec26347","US High School Economics class: The weakest links in the global economy are on the mend","https://www.ft.com/content/6d137d79-95a0-45a5-876b-ae1895f24ab3","Economic growth","https://www.ft.com/content/6d137d79-95a0-45a5-876b-ae1895f24ab3","April 13, 2024","https://www.ft.com/content/6d137d79-95a0-45a5-876b-ae1895f24ab3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fef54f19d-c627-48ed-a0e5-3fffaf19e4c8.png?source=next&fit=scale-down&dpr=2&width=240"
"European Union","https://www.ft.com/stream/e05846a6-3cf5-48e5-8907-89a307e4795e","The EU’s recovery fund is already shaping its future","https://www.ft.com/content/4d573b25-2b95-4fd9-aa95-0e951bd79965","Economic convergence is back and will affect the politics of the bloc’s next budget","https://www.ft.com/content/4d573b25-2b95-4fd9-aa95-0e951bd79965","April 7, 2024","https://www.ft.com/content/4d573b25-2b95-4fd9-aa95-0e951bd79965","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc5427ed2-85aa-4265-a3e2-1fa0c34b52c7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","German output contracts 0.3% in 2023","https://www.ft.com/content/05119e00-472a-4f6a-9d6a-d567c6a49443","German output contracted 0.3 per cent last year as high inflation, rising interest rates and elevated energy costs weighed on Europe’s largest economy...","https://www.ft.com/content/05119e00-472a-4f6a-9d6a-d567c6a49443","","",""
"News","https://www.ft.com/stream/a579350c-61ce-4c00-97ca-ddaa2e0cacf6","FTAV’s further reading","https://www.ft.com/content/62ade6ac-85fa-4fec-8e7e-90d18d50e98d","Rockstar Games hack; the year in crises; Neil the seal; Floyd Bennett Field; the Queen of Christmas; happy holidays; etc","https://www.ft.com/content/62ade6ac-85fa-4fec-8e7e-90d18d50e98d","December 22, 2023","https://www.ft.com/content/62ade6ac-85fa-4fec-8e7e-90d18d50e98d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F833957ec-037b-4aea-aad7-6ee8d3fe02e5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","New Argentina government devalues peso and announces spending cuts","https://www.ft.com/content/f7529ad5-b31c-4211-962e-73825689821e","Argentina’s new libertarian government has announced a devaluation of the peso, cuts in spending and smaller energy and transport subsidies in a bid t...","https://www.ft.com/content/f7529ad5-b31c-4211-962e-73825689821e","","",""
"Jamaica","https://www.ft.com/stream/6fe9da6d-34ae-3375-b100-63f107bf12d6","The Jamaican exception","https://www.ft.com/content/35c023fa-3853-409b-a93a-0dd25b633b9d","Brookings joins FTAV Jamaicawatch","https://www.ft.com/content/35c023fa-3853-409b-a93a-0dd25b633b9d","April 1, 2024","https://www.ft.com/content/35c023fa-3853-409b-a93a-0dd25b633b9d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F01e15626-7ac8-46e2-b9fd-98685478e74b.png?source=next&fit=scale-down&dpr=2&width=240"
"","","Argentina’s new government devalues the peso and cuts spending","https://www.ft.com/content/8bade603-1503-4e8c-9cd1-5a5999cf043d","Argentina’s new libertarian government has announced a big devaluation of the peso, cuts in spending and reductions in energy and transport subsidies ...","https://www.ft.com/content/8bade603-1503-4e8c-9cd1-5a5999cf043d","","",""
"Nobel prizes","https://www.ft.com/stream/6ccba9db-254a-44d9-9aea-abe42be378f5","Nobel Prize winning economist Robert Solow dies","https://www.ft.com/content/4327d163-2037-4db2-8e56-75031b9cefe2","American scholar became famous for his work on growth theory in the 1950s","https://www.ft.com/content/4327d163-2037-4db2-8e56-75031b9cefe2","December 22, 2023","https://www.ft.com/content/4327d163-2037-4db2-8e56-75031b9cefe2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdf91ee66-b10f-4460-99ad-36270d1d8f14.jpg?source=next&fit=scale-down&dpr=2&width=240"
"FT Schools","https://www.ft.com/stream/dc4eb395-7eaa-4cea-a0c8-4ad46ec26347","Politics class: Rishi Sunak faces migration dilemma as Tory civil war worsens","https://www.ft.com/content/08b8abae-18be-4839-af70-2ab03b7ae2dc","Political parties","https://www.ft.com/content/08b8abae-18be-4839-af70-2ab03b7ae2dc","December 10, 2023","https://www.ft.com/content/08b8abae-18be-4839-af70-2ab03b7ae2dc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9feed8dc-8159-43f6-8784-712b8892e3cc.png?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Lebanon’s gasfield deal with Israel offers a glimmer of hope","https://www.ft.com/content/de78c2ae-8879-4bf4-b400-b4baa7425cd1","From Leslie Lipschitz, Boston, Massachusetts, US","https://www.ft.com/content/de78c2ae-8879-4bf4-b400-b4baa7425cd1","December 7, 2023","https://www.ft.com/content/de78c2ae-8879-4bf4-b400-b4baa7425cd1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffd6e87c3-8122-4044-a6fc-78023e6bc15c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Argentine politics","https://www.ft.com/stream/86dfd6e7-be56-4587-9619-073e908b5f5e","How similar is Argentina’s Javier Milei to Donald Trump and Jair Bolsonaro?","https://www.ft.com/content/d2c033c5-65cb-41e8-bb06-b995fc25f9c5","South American president-elect faces different task from his fellow populists, who rushed to hail his victory","https://www.ft.com/content/d2c033c5-65cb-41e8-bb06-b995fc25f9c5","November 26, 2023","https://www.ft.com/content/d2c033c5-65cb-41e8-bb06-b995fc25f9c5","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe643384f-e908-4a9f-b2d3-120b48ce02e0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Emerging markets","https://www.ft.com/stream/fab33c6e-17a3-4c4b-b457-1c8e7aceff6d","Here’s a tale of economic ‘resilience’ — but it’s not the one you think","https://www.ft.com/content/b7ad1107-07c2-4b40-b26d-35509938d2bd","Emerging markets are proving less vulnerable to rising interest rates than many analysts feared","https://www.ft.com/content/b7ad1107-07c2-4b40-b26d-35509938d2bd","July 2, 2023","https://www.ft.com/content/b7ad1107-07c2-4b40-b26d-35509938d2bd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9ecf3a48-e106-4193-beee-57788d5fb15a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: Politicians, globally, must get debt under control","https://www.ft.com/content/d724b56b-bf99-417e-bffc-ba7368dceda1","From David Kauders, Kauders Portfolio Management, Zug, Switzerland","https://www.ft.com/content/d724b56b-bf99-417e-bffc-ba7368dceda1","November 27, 2023","",""
"Israel-Hamas war","https://www.ft.com/stream/92dcb06a-5c38-4755-b926-aa89caa177fc","Italy presses Israel to consider aftermath of Gaza offensive","https://www.ft.com/content/2ce8e993-bd5d-4048-b28a-a2f21ac44e13","Foreign minister Antonio Tajani urges Israelis to talk to allies about who will rule strip after military operation ends","https://www.ft.com/content/2ce8e993-bd5d-4048-b28a-a2f21ac44e13","November 22, 2023","https://www.ft.com/content/2ce8e993-bd5d-4048-b28a-a2f21ac44e13","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F01d922d8-4890-418f-87e4-398f3e374ef2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Economics books","https://www.ft.com/stream/98d5f584-2e29-4e57-a274-0fd84ecd542b","The best new books on economics","https://www.ft.com/content/28a3dfb4-8c0f-495c-87b7-2a0cb643be51","A defence of free markets in ‘The Capitalist Manifesto’, and the problem with the Big Four index funds and their financial power","https://www.ft.com/content/28a3dfb4-8c0f-495c-87b7-2a0cb643be51","August 21, 2023","https://www.ft.com/content/28a3dfb4-8c0f-495c-87b7-2a0cb643be51","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc5c6ccba-f4ec-4740-912d-3d0c8e0f4418.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Coronavirus","https://www.ft.com/stream/87e110e6-2170-408b-b267-d3b6bdbfeaa3","How (not) to do science in a crisis","https://www.ft.com/content/3b606e1d-5515-4670-93e1-348d6d7f506a","It is a way of thinking that is open to the curious, not a boxful of unchanging truths only for the initiated","https://www.ft.com/content/3b606e1d-5515-4670-93e1-348d6d7f506a","November 29, 2023","https://www.ft.com/content/3b606e1d-5515-4670-93e1-348d6d7f506a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0757b69d-ab61-4e42-84ac-2ff83e49277b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","UK chancellor Jeremy Hunt produces a highly political Autumn Statement","https://www.ft.com/content/20096088-3c35-41b5-bfec-eadb83d51e6a","Also in this newsletter: Altman back at OpenAI, ECB stress warning, tips from bomb disposal expert","https://www.ft.com/content/20096088-3c35-41b5-bfec-eadb83d51e6a","November 22, 2023","https://www.ft.com/content/20096088-3c35-41b5-bfec-eadb83d51e6a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8322df21-76e7-4602-84a6-b330ff506ef0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Raiffeisen Bank International AG","https://www.ft.com/stream/cdc6424d-544c-43d8-b93f-70da6013e124","Raiffeisen generated almost half its profits this year from Russia","https://www.ft.com/content/0df0617c-bb98-4185-b57c-422c8d34d52f","Operations in the country remain central to bank even as it scales back its lending","https://www.ft.com/content/0df0617c-bb98-4185-b57c-422c8d34d52f","November 3, 2023","https://www.ft.com/content/0df0617c-bb98-4185-b57c-422c8d34d52f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fedd0baba-e9f7-4127-9d05-9ba9c7865ee7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Turkish politics","https://www.ft.com/stream/83fdcd44-99c2-41e6-90f2-9296768996f8","Turkey’s opposition ousts longtime leader after general election defeat","https://www.ft.com/content/eb6e8736-b6d9-4b24-b280-eef85cb4ebc3","Republican People’s party votes out chair Kemal Kılıçdaroğlu in wake of loss to Recep Tayyip Erdoğan","https://www.ft.com/content/eb6e8736-b6d9-4b24-b280-eef85cb4ebc3","November 5, 2023","https://www.ft.com/content/eb6e8736-b6d9-4b24-b280-eef85cb4ebc3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb038362a-4df3-41b4-87bb-44234c714144.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Transcript","https://www.ft.com/stream/b9730c13-8c20-4c9a-8f9e-febde6b11e1b","Transcript: Argentina is in its Milei era","https://www.ft.com/content/5a6d5414-a9e5-44b6-99a3-97cca5b04877","Marc Filippino talks to Ciara Nugent and Alec Russell","https://www.ft.com/content/5a6d5414-a9e5-44b6-99a3-97cca5b04877","November 21, 2023","https://www.ft.com/content/5a6d5414-a9e5-44b6-99a3-97cca5b04877","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F23b01856-7660-4edc-bb13-0f1b270f0c94.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: An altern­at­ive view of the Fed’s interest rate record","https://www.ft.com/content/1b57683f-6b05-41ef-b997-8c66d0489ddd","From Luis Arenzana, Lisbon, Portugal","https://www.ft.com/content/1b57683f-6b05-41ef-b997-8c66d0489ddd","October 24, 2023","",""
"Argentine politics","https://www.ft.com/stream/86dfd6e7-be56-4587-9619-073e908b5f5e","Argentine politics faces shake-up in pivotal election","https://www.ft.com/content/60dd13eb-74f7-40f8-99e9-2e050c9f001a","Country’s two main political forces may be permanently changed by challenge of radical outsider Javier Milei","https://www.ft.com/content/60dd13eb-74f7-40f8-99e9-2e050c9f001a","October 20, 2023","https://www.ft.com/content/60dd13eb-74f7-40f8-99e9-2e050c9f001a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6159567c-9ee0-47c5-8edb-9185eb83504c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Letter","https://www.ft.com/stream/6084af2f-16c3-4824-9500-176fa8fdb7b7","Letter: A bit of cre­at­ive think­ing on the devel­op­ment debate","https://www.ft.com/content/2360d2ab-4b34-4a89-ae12-c2d703447d17","From Robert H Wade, Professor of Global Political Economy, London School of Economics, London WC2, UK","https://www.ft.com/content/2360d2ab-4b34-4a89-ae12-c2d703447d17","October 19, 2023","",""
"Argentina","https://www.ft.com/stream/e695b435-e4c1-4e1f-b2c2-38e804b074be","Argentines vote in pivotal election as economy crumples","https://www.ft.com/content/d8fef42e-1d27-43f3-8be3-0f2d726ad01e","Libertarian outsider is narrowly leading polls over establishment parties","https://www.ft.com/content/d8fef42e-1d27-43f3-8be3-0f2d726ad01e","October 22, 2023","https://www.ft.com/content/d8fef42e-1d27-43f3-8be3-0f2d726ad01e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F41efbe17-8956-40bb-ac9c-1d589c4bcfa8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US foreign policy","https://www.ft.com/stream/ab55ad88-5ddf-463b-b757-f8fc08f681a4","Joe Biden asks divided Congress to pass $106bn in aid for Israel and Ukraine","https://www.ft.com/content/be2eeb38-0879-44f4-8929-c816f57864a7","Call for $75.7bn in extra military support comes as Republicans fail once again to elect a Speaker of the House","https://www.ft.com/content/be2eeb38-0879-44f4-8929-c816f57864a7","October 20, 2023","https://www.ft.com/content/be2eeb38-0879-44f4-8929-c816f57864a7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbd1401b8-3301-4ee1-b5b5-a747b3d9bcc9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Turkish economy","https://www.ft.com/stream/a54c4ec1-7d7f-4701-ad69-c3363e918c17","Has Erdoğan really embraced economic orthodoxy in Turkey?","https://www.ft.com/content/69a30398-4fd6-4e94-a111-435cc01c3386","Since re-election, the president appears to have abandoned his unconventional ideas. But investors remain cautious","https://www.ft.com/content/69a30398-4fd6-4e94-a111-435cc01c3386","October 9, 2023","https://www.ft.com/content/69a30398-4fd6-4e94-a111-435cc01c3386","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F483c5d8d-4622-4bce-bcbc-a21da0948c77.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Capital markets","https://www.ft.com/stream/37b1e62e-93ff-4991-aa83-c1ec974d4802","Crises show the need for better corporate governance","https://www.ft.com/content/ac6c618d-1808-4ebb-999f-4a20c8d51bcf","Access to capital markets allows companies to overcome periods of significant stress","https://www.ft.com/content/ac6c618d-1808-4ebb-999f-4a20c8d51bcf","September 18, 2023","https://www.ft.com/content/ac6c618d-1808-4ebb-999f-4a20c8d51bcf","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffb1f35c7-ddbe-4c56-a526-f9e05f66fcac.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","The plight of the ‘permacrisis’ and what to do about it","https://www.ft.com/content/937c4eb1-7240-481d-9775-71de7b8bb171","The complexity of central banks’ ‘last mile’ on inflation is part of a bigger economic challenge","https://www.ft.com/content/937c4eb1-7240-481d-9775-71de7b8bb171","September 22, 2023","https://www.ft.com/content/937c4eb1-7240-481d-9775-71de7b8bb171","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0de35efc-6309-4cec-90fe-94a5b8a0bc0c.jpg?source=next&fit=scale-down&dpr=2&width=240"
